triggerName,HTlow,HThigh,year,mu,sigma,syst
h_eff,-1,-1,-1,134.56019589911918,30.98178812486312,nom
h_eff,-1,-1,-1,128.39690020665608,31.86824348791956,up
h_eff,-1,-1,-1,141.3242464352714,34.62993444507069,down
